,paperID,Cited
3072,201900280,56
3073,201900281,32
3074,201900282,8
3075,201900283,58
3076,201900284,1
3077,201900285,33
3078,201900286,49
3079,201900287,18
3080,201900288,34
3081,201900289,10
3082,201900290,6
3083,201900291,27
3084,201900292,28
3085,201900293,7
3086,201900294,1
3087,201900295,1
3088,201900296,5
3089,201900297,3
3090,201900298,14
3091,201900299,7
3092,201900300,0
3093,201900301,0
3094,201900302,2
3095,201900303,6
3096,201900304,42
3097,201900305,65
3098,201900306,3
3099,201900307,50
3100,201900308,5
3101,201900309,3
3102,201900310,1
3103,201900311,2
3104,201900312,1
3105,201900313,6
3106,201900314,11
3107,201900315,9
3108,201900316,76
3109,201900317,20
3110,201900318,2
3111,201900319,15
3112,201900320,0
3113,201900321,0
3114,201900322,106
3115,201900323,119
3116,201900324,80
3117,201900325,24
3118,201900326,50
3119,201900327,25
3120,201900328,18
3121,201900329,10
3122,201900330,6
3123,201900331,0
3124,201900332,2
3125,201900333,2
3126,201900334,13
3127,201900335,15
3128,201900336,6
3129,201900337,36
3130,201900338,35
3131,201900339,77
3132,201900340,13
3133,201900341,12
3134,201900342,2
3135,201900343,4
3136,201900344,27
3137,201900345,26
3138,201900346,23
3139,201900347,35
3140,201900348,0
3141,201900349,89
3142,201900350,76
3143,201900351,11
3144,201900352,1
3145,201900353,2
3146,201900354,1
3147,201900355,0
3148,201900356,4
3149,201900357,17
3150,201900358,6
3151,201900359,21
3152,201900360,6
3153,201900361,12
3154,201900362,13
3155,201900363,5
3156,201900364,0
3157,201900365,1
3158,201900366,3
3159,201900367,0
3160,201900368,1
3161,201900369,3
3162,201900370,6
3163,201900371,2
3164,201900372,5
3165,201900373,2
3166,201900374,24
3167,201900375,5
3168,201900376,2
3169,201900377,12
3170,201900378,0
3171,201900379,21
3172,201900380,3
3173,201900381,2
3174,201900382,32
3175,201900383,0
3176,201900384,8
3177,201900385,0
3178,201900386,8
3179,201900387,3
3180,201900388,11
3181,201900389,14
3182,201900390,9
3183,201900391,8
3184,201900392,16
3185,201900393,21
3186,201900394,0
3187,201900395,1
3188,201900396,9
3189,201900397,10
3190,201900398,7
3191,201900399,22
3192,201900400,548
3193,201900401,20
3194,201900402,8
3195,201900403,3
3196,201900404,3
3197,201900405,11
3198,201900406,170
3199,201900407,8
3200,201900408,70
3201,201900409,15
3202,201900410,79
3203,201900411,10
3204,201900412,18
3205,201900413,60
3206,201900414,102
3207,201900415,11
3208,201900416,17
3209,201900417,5
3210,201900418,4
3211,201900419,20
3212,201900420,25
3213,201900421,51
3214,201900422,7
3215,201900423,16
3216,201900424,8
3217,201900425,103
3218,201900426,12
3219,201900427,72
3220,201900428,18
3221,201900429,44
3222,201900430,29
3223,201900431,5
3224,201900432,3
3225,201900433,30
3226,201900434,161
3227,201900435,23
3228,201900436,15
3229,201900437,25
3230,201900438,14
3231,201900439,10
3232,201900440,21
3233,201900441,7
3234,201900442,8
3235,201900443,24
3236,201900444,5
3237,201900445,23
3238,201900446,11
3239,201900447,155
3240,201900448,26
3241,201900449,20
3242,201900450,6
3243,201900451,6
3244,201900452,54
3245,201900453,1
3246,201900454,2
3247,201900455,806
3248,201900456,8
3249,201900457,5
3250,201900458,17
3251,201900459,61
3252,201900460,14
3253,201900461,0
3254,201900462,20
3255,201900463,38
3256,201900464,1
3257,201900465,19
3258,201900466,42
3259,201900467,37
3260,201900468,28
3261,201900469,12
3262,201900470,1
3263,201900471,9
3264,201900472,4
3265,201900473,21
3266,201900474,7
3267,201900475,76
3268,201900476,48
3269,201900477,29
3270,201900478,42
3271,201900479,84
3272,201900480,72
3273,201900481,18
3274,201900482,12
3275,201900483,11
3276,201900484,7
3277,201900485,9
3278,201900486,6
3279,201900487,44
3280,201900488,73
3281,201900489,13
3282,201900490,43
3283,201900491,4
3284,201900492,50
3285,201900493,50
3286,201900494,0
3287,201900495,87
3288,201900496,1
3289,201900497,0
3290,201900498,0
3291,201900499,6
3292,201900500,1
3293,201900501,1
3294,201900502,9
3295,201900503,8
3296,201900504,4
3297,201900505,20
3298,201900506,18
3299,201900507,11
3300,201900508,11
3301,201900509,6
3302,201900510,129
3303,201900511,8
3304,201900512,11
3305,201900513,48
3306,201900514,1
3307,201900515,18
3308,201900516,29
3309,201900517,1
3310,201900518,10
3311,201900519,27
3312,201900520,13
3313,201900521,12
3314,201900522,33
3315,201900523,2
3316,201900524,18
3317,201900525,12
3318,201900526,1
3319,201900527,35
3320,201900528,13
3321,201900529,2
3322,201900530,0
3323,201900531,7
3324,201900532,1
3325,201900533,47
3326,201900534,178
3327,201900535,25
3328,201900536,50
3329,201900537,0
3330,201900538,19
3331,201900539,0
3332,201900540,0
3333,201900541,0
3334,201900542,0
3335,201900543,79
3336,201900544,84
3337,201900545,39
3338,201900546,24
3339,201900547,1
3340,201900548,3
3341,201900549,45
3342,201900550,22
3343,201900551,0
3344,201900552,5
3345,201900553,38
3346,201900554,16
3347,201900555,0
3348,201900556,10
3349,201900557,2
3350,201900558,3
3351,201900559,0
3352,201900560,3
3353,201900561,1
3354,201900562,7
3355,201900563,4
3356,201900564,31
3357,201900565,7
3358,201900566,12
3359,201900567,4
3360,201900568,2
3361,201900569,1
3362,201900570,0
3363,201900571,4
3364,201900572,2
3365,201900573,2
3366,201900574,2
3367,201900575,9
3368,201900576,0
3369,201900577,6
3370,201900578,0
3371,201900579,3
3372,201900580,0
3373,201900581,5
3374,201900582,6
3375,201900583,0
3376,201900584,10
3377,201900585,16
3378,201900586,1
3379,201900587,25
3380,201900588,2
3381,201900589,8
3382,201900590,6
3383,201900591,1
3384,201900592,3
3385,201900593,2
3386,201900594,127
3387,201900595,21
3388,201900596,23
3389,201900597,6
3390,201900598,2
3391,201900599,3
3392,201900600,3
3393,201900601,29
3394,201900602,5
3395,201900603,4
3396,201900604,2
3397,201900605,2
3398,201900606,1
3399,201900607,0
3400,201900608,22
3401,201900609,6
3402,201900610,40
3403,201900611,17
3404,201900612,9
3405,201900613,3
3406,201900614,11
3407,201900615,28
3408,201900616,19
3409,201900617,124
3410,201900618,90
3411,201900619,1
3412,201900620,4
3413,201900621,7
3414,201900622,29
3415,201900623,29
3416,201900624,11
3417,201900625,29
3418,201900626,4
3419,201900627,43
3420,201900628,7
3421,201900629,40
3422,201900630,4
3423,201900631,55
3424,201900632,6
3425,201900633,63
3426,201900634,13
3427,201900635,1
3428,201900636,33
3429,201900637,16
3430,201900638,4
3431,201900639,1
3432,201900640,86
3433,201900641,14
3434,201900642,9
3435,201900643,36
3436,201900644,25
3437,201900645,22
3438,201900646,1
3439,201900647,1
3440,201900648,3
3441,201900649,11
3442,201900650,3
3443,201900651,6
3444,201900652,2
3445,201900653,1
3446,201900654,26
3447,201900655,36
3448,201900656,29
3449,201900657,28
3450,201900658,117
3451,201900659,28
3452,201900660,37
3453,201900661,7
3454,201900662,4
3455,201900663,52
3456,201900664,5
3457,201900665,1
3458,201900666,45
3459,201900667,53
3460,201900668,48
3461,201900669,27
3462,201900670,15
3463,201900671,10
3464,201900672,36
3465,201900673,9
3466,201900674,10
3467,201900675,2
3468,201900676,67
3469,201900677,28
3470,201900678,9
3471,201900679,4
3472,201900680,44
3473,201900681,68
3474,201900682,24
3475,201900683,22
3476,201900684,15
3477,201900685,8
3478,201900686,14
3479,201900687,84
3480,201900688,5
3481,201900689,9
3482,201900690,17
3483,201900691,8
3484,201900692,20
3485,201900693,20
3486,201900694,41
3487,201900695,15
3488,201900696,9
3489,201900697,13
3490,201900698,1
3491,201900699,2
3492,201900700,3
3493,201900701,6
3494,201900702,21
3495,201900703,10
3496,201900704,14
3497,201900705,65
3498,201900706,15
3499,201900707,9
3500,201900708,1
3501,201900709,0
3502,201900710,0
3503,201900711,3
3504,201900712,21
3505,201900713,31
3506,201900714,24
3507,201900715,50
3508,201900716,9
3509,201900717,3
3510,201900718,124
3511,201900719,3
3512,201900720,0
3513,201900721,0
3514,201900722,3
3515,201900723,99
3516,201900724,2
3517,201900725,30
3518,201900726,11
3519,201900727,12
3520,201900728,3
3521,201900729,3
3522,201900730,1
3523,201900731,0
3524,201900732,2
3525,201900733,3
3526,201900734,0
3527,201900735,12
3528,201900736,30
3529,201900737,23
3530,201900738,11
3531,201900739,0
3532,201900740,23
3533,201900741,40
3534,201900742,9
3535,201900743,15
3536,201900744,17
3537,201900745,77
3538,201900746,1
3539,201900747,3
3540,201900748,1
3541,201900749,1
3542,201900750,248
3543,201900751,59
3544,201900752,35
3545,201900753,27
3546,201900754,46
3547,201900755,78
3548,201900756,32
3549,201900757,3
3550,201900758,37
3551,201900759,12
3552,201900760,1
3553,201900761,13
3554,201900762,3
3555,201900763,7
3556,201900764,70
3557,201900765,26
3558,201900766,9
3559,201900767,0
3560,201900768,0
3561,201900769,3
3562,201900770,0
3563,201900771,2
3564,201900772,5
3565,201900773,6
3566,201900774,4
3567,201900775,35
3568,201900776,24
3569,201900777,1
3570,201900778,39
3571,201900779,5
3572,201900780,13
3573,201900781,0
3574,201900782,1
3575,201900783,8
3576,201900784,10
3577,201900785,2
3578,201900786,4
3579,201900787,2
3580,201900788,2
3581,201900789,10
3582,201900790,1
3583,201900791,32
3584,201900792,12
3585,201900793,28
3586,201900794,2
3587,201900795,129
3588,201900796,17
3589,201900797,23
3590,201900798,3
3591,201900799,3
3592,201900800,8
3593,201900801,23
3594,201900802,8
3595,201900803,15
3596,201900804,23
3597,201900805,12
3598,201900806,14
3599,201900807,0
3600,201900808,7
3601,201900809,22
3602,201900810,57
3603,201900811,7
3604,201900812,8
3605,201900813,144
3606,201900814,35
3607,201900815,11
3608,201900816,33
3609,201900817,26
3610,201900818,11
3611,201900819,22
3612,201900820,40
3613,201900821,2
3614,201900822,10
3615,201900823,4
3616,201900824,7
3617,201900825,11
3618,201900826,9
3619,201900827,15
3620,201900828,36
3621,201900829,76
3622,201900830,0
3623,201900831,11
3624,201900832,40
3625,201900833,29
3626,201900834,19
3627,201900835,13
3628,201900836,16
3629,201900837,4
3630,201900838,11
3631,201900839,52
3632,201900840,3
3633,201900841,20
3634,201900842,9
3635,201900843,16
3636,201900844,17
3637,201900845,13
3638,201900846,10
3639,201900847,16
3640,201900848,36
3641,201900849,1
3642,201900850,145
3643,201900851,7
3644,201900852,11
3645,201900853,10
3646,201900854,41
3647,201900855,7
3648,201900856,41
3649,201900857,27
3650,201900858,0
3651,201900859,18
3652,201900860,14
3653,201900861,3
3654,201900862,2
3655,201900863,17
3656,201900864,76
3657,201900865,0
3658,201900866,28
3659,201900867,44
3660,201900868,19
3661,201900869,2
3662,201900870,5
3663,201900871,3
3664,201900872,12
3665,201900873,2
3666,201900874,0
3667,201900875,0
3668,201900876,24
3669,201900877,23
3670,201900878,1
3671,201900879,28
3672,201900880,0
3673,201900881,5
3674,201900882,29
3675,201900883,4
3676,201900884,87
3677,201900885,1
3678,201900886,0
3679,201900887,4
3680,201900888,9
3681,201900889,4
3682,201900890,10
3683,201900891,6
3684,201900892,2
3685,201900893,11
3686,201900894,8
3687,201900895,1
3688,201900896,9
3689,201900897,1
3690,201900898,3
3691,201900899,1
3692,201900900,0
3693,201900901,3
3694,201900902,9
3695,201900903,38
3696,201900904,17
3697,201900905,23
3698,201900906,3
3699,201900907,56
3700,201900908,23
3701,201900909,12
3702,201900910,1
3703,201900911,6
3704,201900912,7
3705,201900913,9
3706,201900914,10
3707,201900915,3
3708,201900916,31
3709,201900917,8
3710,201900918,14
3711,201900919,66
3712,201900920,10
3713,201900921,0
3714,201900922,52
3715,201900923,12
3716,201900924,25
3717,201900925,8
3718,201900926,35
3719,201900927,2
3720,201900928,1
3721,201900929,5
3722,201900930,63
3723,201900931,3
3724,201900932,68
3725,201900933,14
3726,201900934,67
3727,201900935,37
3728,201900936,10
3729,201900937,0
3730,201900938,9
3731,201900939,2
3732,201900940,0
3733,201900941,33
3734,201900942,8
3735,201900943,19
3736,201900944,7
3737,201900945,34
3738,201900946,21
3739,201900947,41
3740,201900948,8
3741,201900949,12
3742,201900950,4
3743,201900951,0
3744,201900952,7
3745,201900953,3
3746,201900954,5
3747,201900955,0
3748,201900956,2
3749,201900957,0
3750,201900958,1
3751,201900959,25
3752,201900960,13
3753,201900961,0
3754,201900962,35
3755,201900963,6
3756,201900964,0
3757,201900965,2
3758,201900966,0
3759,201900967,10
3760,201900968,19
3761,201900969,55
3762,201900970,21
3763,201900971,28
3764,201900972,21
3765,201900973,21
3766,201900974,3
3767,201900975,43
3768,201900976,11
3769,201900977,3
3770,201900978,51
3771,201900979,13
3772,201900980,21
3773,201900981,33
3774,201900982,15
3775,201900983,50
3776,201900984,61
3777,201900985,47
3778,201900986,16
3779,201900987,6
3780,201900988,3
3781,201900989,17
3782,201900990,21
3783,201900991,89
3784,201900992,7
3785,201900993,2
3786,201900994,8
3787,201900995,3
3788,201900996,4
3789,201900997,55
3790,201900998,23
3791,201900999,2
3792,201901000,2
3793,201901001,13
3794,201901002,141
3795,201901003,15
3796,201901004,0
3797,201901005,3
3798,201901006,28
3799,201901007,7
3800,201901008,2
3801,201901009,13
3802,201901010,101
3803,201901011,24
3804,201901012,6
3805,201901013,8
3806,201901014,54
3807,201901015,15
3808,201901016,63
3809,201901017,0
3810,201901018,10
3811,201901019,5
3812,201901020,3
3813,201901021,12
3814,201901022,4
3815,201901023,79
3816,201901024,18
3817,201901025,4
3818,201901026,65
3819,201901027,62
3820,201901028,14
3821,201901029,6
3822,201901030,6
3823,201901031,36
3824,201901032,9
3825,201901033,58
3826,201901034,67
3827,201901035,12
3828,201901036,49
3829,201901037,61
3830,201901038,63
3831,201901039,24
3832,201901040,12
3833,201901041,6
3834,201901042,14
3835,201901043,16
3836,201901044,6
3837,201901045,31
3838,201901046,36
3839,201901047,91
3840,201901048,2
3841,201901049,86
3842,201901050,12
3843,201901051,55
3844,201901052,72
3845,201901053,45
3846,201901054,9
3847,201901055,0
3848,201901056,26
3849,201901057,20
3850,201901058,7
3851,201901059,48
3852,201901060,4
3853,201901061,0
3854,201901062,32
3855,201901063,6
3856,201901064,0
3857,201901065,11
3858,201901066,5
3859,201901067,6
3860,201901068,6
3861,201901069,2
3862,201901070,3
3863,201901071,9
3864,201901072,9
3865,201901073,22
3866,201901074,107
3867,201901075,25
3868,201901076,8
3869,201901077,0
3870,201901078,40
3871,201901079,23
3872,201901080,145
3873,201901081,45
3874,201901082,6
3875,201901083,64
3876,201901084,0
3877,201901085,18
3878,201901086,8
3879,201901087,12
3880,201901088,29
3881,201901089,4
3882,201901090,5
3883,201901091,4
3884,201901092,0
3885,201901093,8
3886,201901094,18
3887,201901095,6
3888,201901096,2
3889,201901097,4
3890,201901098,3
3891,201901099,1
3892,201901100,0
3893,201901101,3
3894,201901102,4
3895,201901103,4
3896,201901104,1
3897,201901105,0
3898,201901106,0
3899,201901107,6
3900,201901108,7
3901,201901109,0
3902,201901110,2
3903,201901111,2
3904,201901112,1
3905,201901113,5
3906,201901114,0
3907,201901115,1
3908,201901116,1
3909,201901117,194
3910,201901118,0
3911,201901119,7
3912,201901120,4
3913,201901121,0
3914,201901122,7
3915,201901123,38
3916,201901124,2
3917,201901125,4
3918,201901126,14
3919,201901127,18
3920,201901128,0
3921,201901129,2
3922,201901130,1
3923,201901131,24
3924,201901132,0
3925,201901133,6
3926,201901134,1
3927,201901135,5
3928,201901136,3
3929,201901137,12
3930,201901138,1
3931,201901139,0
3932,201901140,2
3933,201901141,11
3934,201901142,33
3935,201901143,10
3936,201901144,0
3937,201901145,0
3938,201901146,4
3939,201901147,5
3940,201901148,2
3941,201901149,3
3942,201901150,0
3943,201901151,4
3944,201901152,21
3945,201901153,1
3946,201901154,6
3947,201901155,1
3948,201901156,5
3949,201901157,37
3950,201901158,16
3951,201901159,30
3952,201901160,0
3953,201901161,1
3954,201901162,3
3955,201901163,9
3956,201901164,13
3957,201901165,59
3958,201901166,2
3959,201901167,1
3960,201901168,8
3961,201901169,5
3962,201901170,2
3963,201901171,3
3964,201901172,98
3965,201901173,65
3966,201901174,22
3967,201901175,14
3968,201901176,13
3969,201901177,35
3970,201901178,43
3971,201901179,15
3972,201901180,41
3973,201901181,26
3974,201901182,3
3975,201901183,58
3976,201901184,148
3977,201901185,9
3978,201901186,31
3979,201901187,6
3980,201901188,9
3981,201901189,47
3982,201901190,9
3983,201901191,10
3984,201901192,26
3985,201901193,2
3986,201901194,16
3987,201901195,18
3988,201901196,66
3989,201901197,64
3990,201901198,595
3991,201901199,7
3992,201901200,0
3993,201901201,465
3994,201901202,12
3995,201901203,9
3996,201901204,17
3997,201901205,9
3998,201901206,6
3999,201901207,23
4000,201901208,1
4001,201901209,21
4002,201901210,53
4003,201901211,102
4004,201901212,2
4005,201901213,17
4006,201901214,38
4007,201901215,50
4008,201901216,29
4009,201901217,13
4010,201901218,5
4011,201901219,21
4012,201901220,2
4013,201901221,50
4014,201901222,17
4015,201901223,29
4016,201901224,20
4017,201901225,6
4018,201901226,17
4019,201901227,7
4020,201901228,5
4021,201901229,22
4022,201901230,42
4023,201901231,24
4024,201901232,16
4025,201901233,84
4026,201901234,1
4027,201901235,3
4028,201901236,9
4029,201901237,18
4030,201901238,0
4031,201901239,14
4032,201901240,15
4033,201901241,16
4034,201901242,3
4035,201901243,3
4036,201901244,5
4037,201901245,5
4038,201901246,15
4039,201901247,10
4040,201901248,68
4041,201901249,10
4042,201901250,14
4043,201901251,4
4044,201901252,59
4045,201901253,58
4046,201901254,2
4047,201901255,2
4048,201901256,15
4049,201901257,7
4050,201901258,4
4051,201901259,54
4052,201901260,128
4053,201901261,53
4054,201901262,102
4055,201901263,255
4056,201901264,20
4057,201901265,1
4058,201901266,0
4059,201901267,51
4060,201901268,2
4061,201901269,19
4062,201901270,0
4063,201901271,0
4064,201901272,16
4065,201901273,10
4066,201901274,18
4067,201901275,10
4068,201901276,17
4069,201901277,58
4070,201901278,9
4071,201901279,8
4072,201901280,1
4073,201901281,1
4074,201901282,1
4075,201901283,7
4076,201901284,3
4077,201901285,0
4078,201901286,2
4079,201901287,0
4080,201901288,1
4081,201901289,3
4082,201901290,0
4083,201901291,5
4084,201901292,6
4085,201901293,2
4086,201901294,1
4087,201901295,4
4088,201901296,9
4089,201901297,10
4090,201901298,3
4091,201901299,5
4092,201901300,4
4093,201901301,1
4094,201901302,31
4095,201901303,9
4096,201901304,2
4097,201901305,5
4098,201901306,6
4099,201901307,0
4100,201901308,8
4101,201901309,10
4102,201901310,21
4103,201901311,5
4104,201901312,1
4105,201901313,0
4106,201901314,0
4107,201901315,0
4108,201901316,1
4109,201901317,6
4110,201901318,8
4111,201901319,41
4112,201901320,3
4113,201901321,4
4114,201901322,16
4115,201901323,27
4116,201901324,7
4117,201901325,5
4118,201901326,25
4119,201901327,9
4120,201901328,64
4121,201901329,19
4122,201901330,14
4123,201901331,14
4124,201901332,9
4125,201901333,12
4126,201901334,7
4127,201901335,6
4128,201901336,8
4129,201901337,12
4130,201901338,2
4131,201901339,20
4132,201901340,22
4133,201901341,0
4134,201901342,6
4135,201901343,19
4136,201901344,52
4137,201901345,0
4138,201901346,2
4139,201901347,0
4140,201901348,141
4141,201901349,2
4142,201901350,10
4143,201901351,5
4144,201901352,2
4145,201901353,6
4146,201901354,21
4147,201901355,28
4148,201901356,5
4149,201901357,84
4150,201901358,22
4151,201901359,10
4152,201901360,10
4153,201901361,20
4154,201901362,17
4155,201901363,6
4156,201901364,15
4157,201901365,6
4158,201901366,12
4159,201901367,6
4160,201901368,16
4161,201901369,7
4162,201901370,19
4163,201901371,15
4164,201901372,15
4165,201901373,25
4166,201901374,10
4167,201901375,59
4168,201901376,11
4169,201901377,4
4170,201901378,44
4171,201901379,21
4172,201901380,6
4173,201901381,1
4174,201901382,8
4175,201901383,12
4176,201901384,67
4177,201901385,0
4178,201901386,24
4179,201901387,13
4180,201901388,5
4181,201901389,44
4182,201901390,1
4183,201901391,12
4184,201901392,8
4185,201901393,0
4186,201901394,4
4187,201901395,8
4188,201901396,4
4189,201901397,6
4190,201901398,16
4191,201901399,4
4192,201901400,1
4193,201901401,8
4194,201901402,53
4195,201901403,23
4196,201901404,20
4197,201901405,0
4198,201901406,2
4199,201901407,3
4200,201901408,18
4201,201901409,8
4202,201901410,87
4203,201901411,13
4204,201901412,29
4205,201901413,233
4206,201901414,12
4207,201901415,20
4208,201901416,11
4209,201901417,3
4210,201901418,9
4211,201901419,7
4212,201901420,35
4213,201901421,52
4214,201901422,44
4215,201901423,3
4216,201901424,2
4217,201901425,9
4218,201901426,26
4219,201901427,3
4220,201901428,10
4221,201901429,29
4222,201901430,9
4223,201901431,6
4224,201901432,2
4225,201901433,3
4226,201901434,2
4227,201901435,8
4228,201901436,5
4229,201901437,9
4230,201901438,3
4231,201901439,0
4232,201901440,0
4233,201901441,87
4234,201901442,73
4235,201901443,48
4236,201901444,1
4237,201901445,5
4238,201901446,15
4239,201901447,18
4240,201901448,7
4241,201901449,89
4242,201901450,4
4243,201901451,85
4244,201901452,0
4245,201901453,0
4246,201901454,7
4247,201901455,47
4248,201901456,9
4249,201901457,0
4250,201901458,0
4251,201901459,7
4252,201901460,3
4253,201901461,4
4254,201901462,3
4255,201901463,6
4256,201901464,1
4257,201901465,7
4258,201901466,1
4259,201901467,7
4260,201901468,0
4261,201901469,2
4262,201901470,0
4263,201901471,4
4264,201901472,14
4265,201901473,1
4266,201901474,0
4267,201901475,2
4268,201901476,0
4269,201901477,1
4270,201901478,3
4271,201901479,1
4272,201901480,0
4273,201901481,5
4274,201901482,5
4275,201901483,32
4276,201901484,18
4277,201901485,372
4278,201901486,7
4279,201901487,4
4280,201901488,8
4281,201901489,13
4282,201901490,0
4283,201901491,41
4284,201901492,7
4285,201901493,9
4286,201901494,2
4287,201901495,52
4288,201901496,18
4289,201901497,7
4290,201901498,28
4291,201901499,7
4292,201901500,423
4293,201901501,16
4294,201901502,22
4295,201901503,3
4296,201901504,42
4297,201901505,12
4298,201901506,23
4299,201901507,5
4300,201901508,20
4301,201901509,11
4302,201901510,21
4303,201901511,0
4304,201901512,9
4305,201901513,1
4306,201901514,18
4307,201901515,101
4308,201901516,7
4309,201901517,22
4310,201901518,8
4311,201901519,4
4312,201901520,19
4313,201901521,33
4314,201901522,26
4315,201901523,12
4316,201901524,23
4317,201901525,7
4318,201901526,44
4319,201901527,10
4320,201901528,3
4321,201901529,9
4322,201901530,3
4323,201901531,15
4324,201901532,19
4325,201901533,45
4326,201901534,40
4327,201901535,4
4328,201901536,26
4329,201901537,21
4330,201901538,19
4331,201901539,1
4332,201901540,72
4333,201901541,3
4334,201901542,14
4335,201901543,21
4336,201901544,23
4337,201901545,17
4338,201901546,3
4339,201901547,15
4340,201901548,87
4341,201901549,1
4342,201901550,18
4343,201901551,14
4344,201901552,30
4345,201901553,17
4346,201901554,28
4347,201901555,26
4348,201901556,26
4349,201901557,11
4350,201901558,28
4351,201901559,17
4352,201901560,2
4353,201901561,44
4354,201901562,1
4355,201901563,28
4356,201901564,3
4357,201901565,4
4358,201901566,0
4359,201901567,4
4360,201901568,2
4361,201901569,8
4362,201901570,15
4363,201901571,5
4364,201901572,1
4365,201901573,9
4366,201901574,35
4367,201901575,8
4368,201901576,21
4369,201901577,1
4370,201901578,19
4371,201901579,5
4372,201901580,7
4373,201901581,15
4374,201901582,7
4375,201901583,27
4376,201901584,9
4377,201901585,43
4378,201901586,2
4379,201901587,5
4380,201901588,5
4381,201901589,10
4382,201901590,10
4383,201901591,37
4384,201901592,46
4385,201901593,7
4386,201901594,5
4387,201901595,2
4388,201901596,14
4389,201901597,41
4390,201901598,49
4391,201901599,10
4392,201901600,0
4393,201901601,3
4394,201901602,5
4395,201901603,10
4396,201901604,0
4397,201901605,0
4398,201901606,2
4399,201901607,10
4400,201901608,37
4401,201901609,134
4402,201901610,0
4403,201901611,0
4404,201901612,32
4405,201901613,33
4406,201901614,6
4407,201901615,59
4408,201901616,3
4409,201901617,27
4410,201901618,7
4411,201901619,5
4412,201901620,22
4413,201901621,15
4414,201901622,49
4415,201901623,8
4416,201901624,0
4417,201901625,2
4418,201901626,17
4419,201901627,289
4420,201901628,104
4421,201901629,31
4422,201901630,3
4423,201901631,0
4424,201901632,3
4425,201901633,8
4426,201901634,2
4427,201901635,31
4428,201901636,5
4429,201901637,0
4430,201901638,23
4431,201901639,7
4432,201901640,1
4433,201901641,0
4434,201901642,10
4435,201901643,4
4436,201901644,6
4437,201901645,3
4438,201901646,11
4439,201901647,6
4440,201901648,2
4441,201901649,1
4442,201901650,3
4443,201901651,2
4444,201901652,15
4445,201901653,18
4446,201901654,8
4447,201901655,22
4448,201901656,24
4449,201901657,27
4450,201901658,10
4451,201901659,0
4452,201901660,0
4453,201901661,4
4454,201901662,12
4455,201901663,8
4456,201901664,7
4457,201901665,72
4458,201901666,4
4459,201901667,0
4460,201901668,2
4461,201901669,2
4462,201901670,3
4463,201901671,0
4464,201901672,30
4465,201901673,12
4466,201901674,0
4467,201901675,41
4468,201901676,2
4469,201901677,38
4470,201901678,6
4471,201901679,5
4472,201901680,19
4473,201901681,50
4474,201901682,8
4475,201901683,9
4476,201901684,50
4477,201901685,59
4478,201901686,40
4479,201901687,12
4480,201901688,3
4481,201901689,43
4482,201901690,13
4483,201901691,8
4484,201901692,14
4485,201901693,29
4486,201901694,16
4487,201901695,8
4488,201901696,15
4489,201901697,23
4490,201901698,49
4491,201901699,6
4492,201901700,5
4493,201901701,5
4494,201901702,32
4495,201901703,16
4496,201901704,8
4497,201901705,20
4498,201901706,15
4499,201901707,35
4500,201901708,14
4501,201901709,6
4502,201901710,25
4503,201901711,10
4504,201901712,16
4505,201901713,16
4506,201901714,3
4507,201901715,31
4508,201901716,17
4509,201901717,14
4510,201901718,48
4511,201901719,2
4512,201901720,55
4513,201901721,56
4514,201901722,3
4515,201901723,13
4516,201901724,8
4517,201901725,17
4518,201901726,4
4519,201901727,24
4520,201901728,65
4521,201901729,1
4522,201901730,9
4523,201901731,78
4524,201901732,10
4525,201901733,11
4526,201901734,31
4527,201901735,26
4528,201901736,12
4529,201901737,30
4530,201901738,36
4531,201901739,5
4532,201901740,36
4533,201901741,21
4534,201901742,24
4535,201901743,17
4536,201901744,141
4537,201901745,4
4538,201901746,13
4539,201901747,2
4540,201901748,2
4541,201901749,12
4542,201901750,16
4543,201901751,0
4544,201901752,0
4545,201901753,2
4546,201901754,44
4547,201901755,6
4548,201901756,25
4549,201901757,2
4550,201901758,16
4551,201901759,9
4552,201901760,0
4553,201901761,46
4554,201901762,1
4555,201901763,1
4556,201901764,5
4557,201901765,39
4558,201901766,7
4559,201901767,13
4560,201901768,12
4561,201901769,22
4562,201901770,26
4563,201901771,34
4564,201901772,70
4565,201901773,19
4566,201901774,14
4567,201901775,59
4568,201901776,23
4569,201901777,47
4570,201901778,6
4571,201901779,44
4572,201901780,26
4573,201901781,1259
4574,201901782,9
4575,201901783,16
4576,201901784,27
4577,201901785,117
4578,201901786,87
4579,201901787,21
4580,201901788,3
4581,201901789,0
4582,201901790,2
4583,201901791,1
4584,201901792,13
4585,201901793,5
4586,201901794,2
4587,201901795,8
4588,201901796,48
4589,201901797,2
4590,201901798,8
4591,201901799,23
4592,201901800,4
4593,201901801,25
4594,201901802,5
4595,201901803,1
4596,201901804,3
4597,201901805,4
4598,201901806,1
4599,201901807,4
4600,201901808,0
4601,201901809,6
4602,201901810,1
4603,201901811,1
4604,201901812,9
4605,201901813,3
4606,201901814,6
4607,201901815,4
4608,201901816,4
4609,201901817,6
4610,201901818,15
4611,201901819,1
4612,201901820,0
4613,201901821,13
4614,201901822,0
4615,201901823,1
4616,201901824,0
4617,201901825,7
4618,201901826,0
4619,201901827,0
4620,201901828,0
4621,201901829,5
4622,201901830,10
4623,201901831,14
4624,201901832,6
4625,201901833,5
