,Id,Author_amount,Domestic_org_amount,International_org_amount,Ref_amount,Date_sort,Subject_area_code,Subject_area_abbrev
0,201801792,3,3,0,28.0,2018-03-01,2305#,ENVI#
1,201801793,4,4,0,25.0,2018-03-01,3003#2736#,PHAR#MEDI#
2,201801794,12,2,1,33.0,2018-03-01,2808#2728#,NEUR#MEDI#
3,201801795,2,1,0,29.0,2018-03-01,3400#,VETE#
4,201801796,1,1,0,2.0,2018-03-01,3400#,VETE#
5,201801797,4,2,0,12.0,2018-03-01,3400#,VETE#
6,201801798,5,3,0,30.0,2018-03-01,2105#,ENER#
7,201801799,7,3,1,24.0,2018-03-01,3400#,VETE#
8,201801800,10,2,1,27.0,2018-03-01,3400#,VETE#
9,201801801,2,1,0,33.0,2018-03-01,3400#,VETE#
10,201801802,4,1,0,,2018-03-01,3400#,VETE#
11,201801803,4,2,0,26.0,2018-03-01,3400#,VETE#
12,201801804,1,1,0,4.0,2018-03-01,3400#,VETE#
13,201801805,2,1,0,15.0,2018-03-01,2207#2205#2215#1705#,ENGI#ENGI#ENGI#COMP#
14,201801806,9,2,3,30.0,2018-03-01,1303#1312#1311#1306#,BIOC#BIOC#BIOC#BIOC#
15,201801807,4,3,4,121.0,2018-03-01,2201#3101#,ENGI#PHYS#
16,201801808,2228,1,176,56.0,2018-03-01,2201#3101#,ENGI#PHYS#
17,201801809,3,1,2,12.0,2018-03-01,2300#1900#,ENVI#EART#
18,201801810,2239,1,241,77.0,2018-03-01,3106#,PHYS#
19,201801811,11,2,3,60.0,2018-03-01,3003#,PHAR#
20,201801812,5,1,3,30.0,2018-03-01,1103#3400#,AGRI#VETE#
21,201801813,3,1,0,65.0,2018-03-01,1103#3400#,AGRI#VETE#
22,201801814,2279,1,239,63.0,2018-03-01,3106#,PHYS#
23,201801815,2,1,1,50.0,2018-03-01,2900#,NURS#
24,201801816,3,1,0,27.0,2018-03-01,1502#2204#2500#3104#,CENG#ENGI#MATE#PHYS#
25,201801817,5,1,4,5.0,2018-03-01,2808#2728#,NEUR#MEDI#
26,201801818,14,1,11,101.0,2018-03-01,2715#,MEDI#
27,201801819,3,1,0,55.0,2018-03-01,2405#2404#1109#2725#,IMMU#IMMU#AGRI#MEDI#
28,201801820,13,1,5,47.0,2018-03-01,2727#,MEDI#
29,201801821,8,3,1,15.0,2018-03-01,2708#,MEDI#
30,201801822,9,5,0,31.0,2018-03-01,1502#1303#1600#1313#1312#,CENG#BIOC#CHEM#BIOC#BIOC#
31,201801823,2,1,2,31.0,2018-03-01,1105#,AGRI#
32,201801824,4,2,0,37.0,2018-03-01,1500#2507#2209#2505#,CENG#MATE#ENGI#MATE#
33,201801825,3,3,1,10.0,2018-03-01,2724#2712#2721#1310#,MEDI#MEDI#MEDI#BIOC#
34,201801826,5,3,0,19.0,2018-03-01,1503#1600#,CENG#CHEM#
35,201801827,1,1,0,19.0,2018-03-01,2733#3500#,MEDI#DENT#
36,201801828,4,2,1,35.0,2018-03-01,2405#2404#2403#2725#,IMMU#IMMU#IMMU#MEDI#
37,201801829,6,6,0,64.0,2018-03-01,2105#,ENER#
38,201801830,13,2,0,27.0,2018-03-01,3404#3403#1103#3402#,VETE#VETE#AGRI#VETE#
39,201801831,4,1,2,54.0,2018-03-01,2901#,NURS#
40,201801832,2,1,1,37.0,2018-03-01,3305#3303#,SOCI#SOCI#
41,201801833,6,5,1,43.0,2018-03-01,1305#2402#,BIOC#IMMU#
42,201801834,5,3,0,30.0,2018-03-01,2739#,MEDI#
43,201801835,4,1,0,40.0,2018-03-01,1313#,BIOC#
44,201801836,3,2,0,45.0,2018-03-01,2208#,ENGI#
45,201801837,9,1,0,59.0,2018-03-01,3004#2406#,PHAR#IMMU#
46,201801838,2,1,0,40.0,2018-03-01,2305#2105#2312#2311#2310#,ENVI#ENER#ENVI#ENVI#ENVI#
47,201801839,4,1,0,34.0,2018-03-01,1103#3400#,AGRI#VETE#
48,201801840,5,1,1,36.0,2018-03-01,1314#1311#1110#,BIOC#BIOC#AGRI#
49,201801841,3,1,0,29.0,2018-03-01,3505#,DENT#
50,201801842,7,2,1,27.0,2018-03-01,2404#3400#,IMMU#VETE#
51,201801843,3,2,0,26.0,2018-03-01,2726#2725#,MEDI#MEDI#
52,201801844,4,2,2,19.0,2018-03-01,2730#2715#,MEDI#MEDI#
53,201801845,5,1,2,95.0,2018-03-01,1607#1606#1704#2505#,CHEM#CHEM#COMP#MATE#
54,201801846,3,1,1,41.0,2018-03-01,2507#,MATE#
55,201801847,8,1,0,26.0,2018-03-01,2404#3400#,IMMU#VETE#
56,201801848,2,1,0,38.0,2018-03-01,3500#,DENT#
57,201801849,3,1,1,45.0,2018-03-01,1102#1311#1110#,AGRI#BIOC#AGRI#
58,201801850,15,1,9,29.0,2018-03-01,2721#2715#2736#,MEDI#MEDI#MEDI#
59,201801851,3,2,0,27.0,2018-03-01,2304#2310#2307#,ENVI#ENVI#ENVI#
60,201801852,8,3,0,50.0,2018-03-01,3003#,PHAR#
61,201801853,12,3,2,29.0,2018-03-01,2405#2739#2725#,IMMU#MEDI#MEDI#
62,201801854,4,1,1,53.0,2018-03-01,3105#3104#2508#,PHYS#PHYS#MATE#
63,201801855,9,1,1,34.0,2018-03-01,2720#2716#,MEDI#MEDI#
64,201801856,3,2,0,51.0,2018-03-01,2738#2803#,MEDI#NEUR#
65,201801857,2,1,0,41.0,2018-03-01,1404#1712#1802#1702#,BUSI#COMP#DECI#COMP#
66,201801858,5,1,0,35.0,2018-03-01,1602#1106#1304#1502#2402#,CHEM#AGRI#BIOC#CENG#IMMU#
67,201801859,6,1,4,49.0,2018-03-01,2738#2803#,MEDI#NEUR#
68,201801860,2,1,1,,2018-03-01,2403#1309#,IMMU#BIOC#
69,201801861,4,2,0,53.0,2018-03-01,1303#2500#1606#1506#,BIOC#MATE#CHEM#CENG#
70,201801862,6,1,1,34.0,2018-03-01,2103#2102#2101#1603#,ENER#ENER#ENER#CHEM#
71,201801863,4,2,0,60.0,2018-03-01,3404#3403#1103#3402#,VETE#VETE#AGRI#VETE#
72,201801864,2,1,0,18.0,2018-03-01,2602#2612#2608#2607#,MATH#MATH#MATH#MATH#
73,201801865,4,1,3,54.0,2018-03-01,1303#1313#1604#,BIOC#BIOC#CHEM#
74,201801866,3,1,1,37.0,2018-03-01,2500#3104#2211#2210#,MATE#PHYS#ENGI#ENGI#
75,201801867,6,1,7,74.0,2018-03-01,2735#2741#,MEDI#MEDI#
76,201801868,4,2,1,41.0,2018-03-01,1103#,AGRI#
77,201801869,6,1,1,34.0,2018-03-01,1600#1500#2209#,CHEM#CENG#ENGI#
78,201801870,1,1,0,41.0,2018-03-01,2002#,ECON#
79,201801871,5,1,2,116.0,2018-03-01,2404#,IMMU#
80,201801872,4,1,0,56.0,2018-03-01,1600#1500#2209#,CHEM#CENG#ENGI#
81,201801873,2,1,1,51.0,2018-03-01,1909#3311#1907#,EART#SOCI#EART#
82,201801874,3,2,0,,2018-03-01,2746#,MEDI#
83,201801875,2,2,0,9.0,2018-03-01,2602#2604#,MATH#MATH#
84,201801876,3,1,1,56.0,2018-03-01,1909#3311#1907#,EART#SOCI#EART#
85,201801877,5,2,0,37.0,2018-03-01,2735#,MEDI#
86,201801878,2,1,0,28.0,2018-03-01,1909#1706#,EART#COMP#
87,201801879,3,1,1,24.0,2018-03-01,1602#1313#3004#3003#3002#2707#1605#,CHEM#BIOC#PHAR#PHAR#PHAR#MEDI#CHEM#
88,201801880,12,6,0,25.0,2018-03-01,2730#,MEDI#
89,201801881,5,1,1,38.0,2018-03-01,1305#1502#1303#2402#1312#,BIOC#CENG#BIOC#IMMU#BIOC#
90,201801882,9,4,1,30.0,2018-03-01,2726#2725#,MEDI#MEDI#
91,201801883,3,1,2,15.0,2018-03-01,2504#2208#,MATE#ENGI#
92,201801884,8,4,3,42.0,2018-03-01,2405#3400#1109#2725#,IMMU#VETE#AGRI#MEDI#
93,201801885,5,1,2,44.0,2018-03-01,2734#3504#2733#1306#3506#,MEDI#DENT#MEDI#BIOC#DENT#
94,201801886,5,2,2,23.0,2018-03-01,2213#3311#2739#1504#,ENGI#SOCI#MEDI#CENG#
95,201801887,3,1,2,17.0,2018-03-01,1203#3205#3310#,ARTS#PSYC#SOCI#
96,201801888,5,4,0,22.0,2018-03-01,2205#2215#2310#2210#2209#2208#,ENGI#ENGI#ENVI#ENGI#ENGI#ENGI#
97,201801889,6,5,0,36.0,2018-03-01,1600#3104#2507#2505#,CHEM#PHYS#MATE#MATE#
98,201801890,7,2,0,166.0,2018-03-01,2403#1309#,IMMU#BIOC#
99,201801891,4,3,0,18.0,2018-03-01,2733#2728#,MEDI#MEDI#
100,201801892,3,1,0,64.0,2018-03-01,2305#2304#2300#,ENVI#ENVI#ENVI#
101,201801893,7,1,8,65.0,2018-03-01,2808#2804#,NEUR#NEUR#
102,201801894,7,3,0,71.0,2018-02-28,1602#1500#2200#,CHEM#CENG#ENGI#
103,201801895,4,3,0,69.0,2018-02-28,1605#2507#2505#,CHEM#MATE#MATE#
104,201801896,2228,1,240,50.0,2018-02-26,3100#,PHYS#
105,201801897,9,3,0,38.0,2018-02-26,2701#1313#1301#1307#,MEDI#BIOC#BIOC#BIOC#
106,201801898,4,2,1,33.0,2018-02-25,1602#1303#2304#1607#,CHEM#BIOC#ENVI#CHEM#
107,201801899,6,3,0,53.0,2018-02-25,1500#,CENG#
108,201801900,5,1,0,45.0,2018-02-24,1606#1604#2505#,CHEM#CHEM#MATE#
109,201801901,3,1,0,33.0,2018-02-23,2900#,NURS#
110,201801902,3,2,0,35.0,2018-02-23,2900#,NURS#
111,201801903,2265,1,242,38.0,2018-02-22,3100#,PHYS#
112,201801904,6,2,1,33.0,2018-02-22,1503#1606#,CENG#CHEM#
113,201801905,10,3,0,34.0,2018-02-20,2406#2725#,IMMU#MEDI#
114,201801906,7,1,3,17.0,2018-02-20,3614#2741#,HEAL#MEDI#
115,201801907,9,2,0,37.0,2018-02-20,1300#,BIOC#
116,201801908,4,2,0,14.0,2018-02-17,2746#2708#,MEDI#MEDI#
117,201801909,3,1,0,13.0,2018-02-16,2613#,MATH#
118,201801910,5,3,1,51.0,2018-02-15,2808#2728#,NEUR#MEDI#
119,201801911,7,1,1,82.0,2018-02-15,1305#2502#1600#2500#,BIOC#MATE#CHEM#MATE#
120,201801912,3,1,0,59.0,2018-02-15,2305#2304#2311#2310#2307#,ENVI#ENVI#ENVI#ENVI#ENVI#
121,201801913,6,4,0,57.0,2018-02-15,2504#2502#2508#1505#,MATE#MATE#MATE#CENG#
122,201801914,4,1,1,41.0,2018-02-15,1602#1607#1605#1604#,CHEM#CHEM#CHEM#CHEM#
123,201801915,2,1,0,12.0,2018-02-14,1710#1708#1706#1705#1703#1712#,COMP#COMP#COMP#COMP#COMP#COMP#
124,201801916,2263,1,242,67.0,2018-02-14,3100#,PHYS#
125,201801917,6,2,0,29.0,2018-02-14,2715#,MEDI#
126,201801918,3,2,1,172.0,2018-02-13,3004#2728#2736#,PHAR#MEDI#MEDI#
127,201801919,9,1,2,24.0,2018-02-12,3400#,VETE#
128,201801920,10,2,9,46.0,2018-02-10,3103#1912#,PHYS#EART#
129,201801921,2234,1,238,52.0,2018-02-10,3106#,PHYS#
130,201801922,5,3,0,28.0,2018-02-10,1305#1502#2402#,BIOC#CENG#IMMU#
131,201801923,2,1,0,10.0,2018-02-09,1401#2209#2213#,BUSI#ENGI#ENGI#
132,201801924,2,1,0,16.0,2018-02-09,1401#2209#2213#,BUSI#ENGI#ENGI#
133,201801925,3,2,0,35.0,2018-02-09,1500#2500#,CENG#MATE#
134,201801926,4,1,2,28.0,2018-02-09,1602#1303#1605#,CHEM#BIOC#CHEM#
135,201801927,2,1,0,9.0,2018-02-07,1711#1802#2208#1706#1707#1710#,COMP#DECI#ENGI#COMP#COMP#COMP#
136,201801928,4,3,0,7.0,2018-02-07,2500#2200#,MATE#ENGI#
137,201801929,5,2,1,80.0,2018-02-07,1600#1500#2209#,CHEM#CENG#ENGI#
138,201801930,5,2,3,15.0,2018-02-07,2613#2611#,MATH#MATH#
139,201801931,3,1,0,15.0,2018-02-05,1702#1709#1710#1711#,COMP#COMP#COMP#COMP#
140,201801932,2,1,1,57.0,2018-02-05,3200#,PSYC#
141,201801933,5,1,1,22.0,2018-02-03,1602#1303#3107#3105#2208#,CHEM#BIOC#PHYS#PHYS#ENGI#
142,201801934,7,3,0,32.0,2018-02-03,1104#,AGRI#
143,201801935,6,1,5,199.0,2018-02-02,3004#2803#,PHAR#NEUR#
144,201801936,9,1,7,104.0,2018-02-02,3004#2803#,PHAR#NEUR#
145,201801937,4,1,0,,2018-02-01,1103#3400#,AGRI#VETE#
146,201801938,7,2,0,69.0,2018-02-01,1300#,BIOC#
147,201801939,6,2,0,20.0,2018-02-01,1300#,BIOC#
148,201801940,5,1,0,22.0,2018-02-01,2740#2706#,MEDI#MEDI#
149,201801941,7,3,0,10.0,2018-02-01,2746#,MEDI#
150,201801942,4,1,0,41.0,2018-02-01,1103#3400#,AGRI#VETE#
151,201801943,2,1,0,17.0,2018-02-01,2746#,MEDI#
152,201801944,3,4,0,39.0,2018-02-01,1100#,AGRI#
153,201801945,7,1,5,10.0,2018-02-01,2738#,MEDI#
154,201801946,2,2,0,29.0,2018-02-01,1305#2404#2402#2300#,BIOC#IMMU#IMMU#ENVI#
155,201801947,36,2,34,120.0,2018-02-01,2708#,MEDI#
156,201801948,1,1,0,29.0,2018-02-01,2205#3313#1507#,ENGI#SOCI#CENG#
157,201801949,2234,1,195,97.0,2018-02-01,3106#,PHYS#
158,201801950,2253,1,195,85.0,2018-02-01,3106#,PHYS#
159,201801951,6,4,1,19.0,2018-02-01,1315#1303#1605#2605#,BIOC#BIOC#CHEM#MATH#
160,201801952,4,1,1,30.0,2018-02-01,2725#,MEDI#
161,201801953,4,1,0,31.0,2018-02-01,2701#3000#2736#,MEDI#PHAR#MEDI#
162,201801954,2239,1,175,56.0,2018-02-01,2201#3101#,ENGI#PHYS#
163,201801955,4,1,2,46.0,2018-02-01,1501#2311#2310#1508#,CENG#ENVI#ENVI#CENG#
164,201801956,4,1,0,67.0,2018-02-01,1501#2311#2310#1508#,CENG#ENVI#ENVI#CENG#
165,201801957,7,3,1,34.0,2018-02-01,1501#2311#2310#1508#,CENG#ENVI#ENVI#CENG#
166,201801958,2275,1,174,55.0,2018-02-01,2201#3101#,ENGI#PHYS#
167,201801959,2236,1,238,81.0,2018-02-01,3106#,PHYS#
168,201801960,7,2,0,24.0,2018-02-01,2403#1313#3004#3002#,IMMU#BIOC#PHAR#PHAR#
169,201801961,2230,1,242,63.0,2018-02-01,3106#,PHYS#
170,201801962,10,1,5,76.0,2018-02-01,2800#2808#2728#2738#,NEUR#NEUR#MEDI#MEDI#
171,201801963,2,1,0,48.0,2018-02-01,2002#2000#,ECON#ECON#
172,201801964,3,1,1,52.0,2018-02-01,3304#3500#,SOCI#DENT#
173,201801965,3,1,1,32.0,2018-02-01,2900#,NURS#
174,201801966,10,2,0,20.0,2018-02-01,2404#3400#,IMMU#VETE#
175,201801967,4,1,5,75.0,2018-02-01,2002#,ECON#
176,201801968,2,1,1,66.0,2018-02-01,2726#2725#,MEDI#MEDI#
177,201801969,8,2,0,33.0,2018-02-01,2705#2703#,MEDI#MEDI#
178,201801970,4,2,0,35.0,2018-02-01,2500#2210#,MATE#ENGI#
179,201801971,6,2,1,25.0,2018-02-01,1303#1600#1500#2209#2505#,BIOC#CHEM#CENG#ENGI#MATE#
180,201801972,4,1,0,48.0,2018-02-01,1313#3004#,BIOC#PHAR#
181,201801973,20,1,19,23.0,2018-02-01,2730#1306#,MEDI#BIOC#
182,201801974,3,2,0,31.0,2018-02-01,1908#1907#2209#2308#,EART#EART#ENGI#ENVI#
183,201801975,6,3,0,55.0,2018-02-01,1311#1306#,BIOC#BIOC#
184,201801976,3,1,1,24.0,2018-02-01,1106#1103#2200#,AGRI#AGRI#ENGI#
185,201801977,2,1,0,33.0,2018-02-01,3500#,DENT#
186,201801978,3,1,1,37.0,2018-02-01,1106#1600#3104#,AGRI#CHEM#PHYS#
187,201801979,16,3,12,34.0,2018-02-01,2700#,MEDI#
188,201801980,4,1,0,32.0,2018-02-01,2735#2740#,MEDI#MEDI#
189,201801981,11,1,1,27.0,2018-02-01,2727#,MEDI#
190,201801982,7,1,5,65.0,2018-02-01,3004#,PHAR#
191,201801983,5,2,0,66.0,2018-02-01,1600#1500#2209#,CHEM#CENG#ENGI#
192,201801984,7,1,4,70.0,2018-02-01,1910#1907#1906#,EART#EART#EART#
193,201801985,5,1,2,77.0,2018-02-01,1403#3312#1408#1407#1803#,BUSI#SOCI#BUSI#BUSI#DECI#
194,201801986,6,1,5,19.0,2018-02-01,2701#3005#2738#,MEDI#PHAR#MEDI#
195,201801987,2,1,0,52.0,2018-02-01,1501#2311#2310#1508#,CENG#ENVI#ENVI#CENG#
196,201801988,4,1,0,47.0,2018-02-01,1600#1500#3110#,CHEM#CENG#PHYS#
197,201801989,6,3,0,58.0,2018-02-01,2504#3107#3104#1607#1606#2505#,MATE#PHYS#PHYS#CHEM#CHEM#MATE#
198,201801990,2,1,0,37.0,2018-02-01,2507#,MATE#
199,201801991,8,1,3,21.0,2018-02-01,2748#,MEDI#
200,201801992,10,3,1,26.0,2018-02-01,2706#,MEDI#
201,201801993,2,1,0,126.0,2018-02-01,1502#2305#2105#2311#,CENG#ENVI#ENER#ENVI#
202,201801994,5,1,0,35.0,2018-02-01,3500#,DENT#
203,201801995,2,1,1,26.0,2018-02-01,3104#2210#1507#,PHYS#ENGI#CENG#
204,201801996,4,1,1,28.0,2018-02-01,1605#2507#2505#,CHEM#MATE#MATE#
205,201801997,5,3,2,38.0,2018-02-01,1403#,BUSI#
206,201801998,5,1,1,31.0,2018-02-01,2500#3500#2211#,MATE#DENT#ENGI#
207,201801999,8,2,1,51.0,2018-02-01,1605#2507#2505#,CHEM#MATE#MATE#
208,201802000,4,1,1,64.0,2018-02-01,2304#2310#2307#,ENVI#ENVI#ENVI#
209,201802001,8,1,4,70.0,2018-02-01,2738#2803#,MEDI#NEUR#
210,201802002,5,1,3,67.0,2018-02-01,1300#1100#,BIOC#AGRI#
211,201802003,3,1,2,51.0,2018-02-01,2900#,NURS#
212,201802004,3,2,0,46.0,2018-02-01,2730#,MEDI#
213,201802005,5,3,0,51.0,2018-02-01,1602#,CHEM#
214,201802006,4,3,0,43.0,2018-02-01,1602#,CHEM#
215,201802007,9,1,8,70.0,2018-02-01,2800#3005#,NEUR#PHAR#
216,201802008,4,2,0,36.0,2018-02-01,2500#3104#2211#2210#,MATE#PHYS#ENGI#ENGI#
217,201802009,11,1,3,146.0,2018-02-01,3203#2738#,PSYC#MEDI#
218,201802010,4,3,0,39.0,2018-02-01,1600#2211#2210#2506#2505#,CHEM#ENGI#ENGI#MATE#MATE#
219,201802011,3,1,0,79.0,2018-02-01,1600#,CHEM#
220,201802012,4,2,0,15.0,2018-02-01,2733#,MEDI#
221,201802013,10,2,1,34.0,2018-02-01,3403#1103#,VETE#AGRI#
222,201802014,2,1,0,36.0,2018-02-01,2504#3104#,MATE#PHYS#
223,201802015,4,4,0,46.0,2018-02-01,1104#1102#,AGRI#AGRI#
224,201802016,4,2,0,35.0,2018-02-01,1602#,CHEM#
225,201802017,9,3,0,25.0,2018-02-01,1104#1311#,AGRI#BIOC#
226,201802018,2,1,0,19.0,2018-02-01,2207#1712#2210#1706#2209#,ENGI#COMP#ENGI#COMP#ENGI#
227,201802019,4,1,1,22.0,2018-02-01,2607#,MATH#
228,201802020,5,3,0,41.0,2018-02-01,3104#1606#,PHYS#CHEM#
229,201802021,3,1,0,31.0,2018-02-01,2746#,MEDI#
230,201802022,4,1,0,23.0,2018-02-01,2708#,MEDI#
231,201802023,6,3,0,47.0,2018-02-01,1600#3104#2507#2505#,CHEM#PHYS#MATE#MATE#
232,201802024,6,3,1,30.0,2018-02-01,2405#2725#,IMMU#MEDI#
233,201802025,5,2,0,7.0,2018-02-01,2400#3400#,IMMU#VETE#
234,201802026,4,1,2,38.0,2018-02-01,2900#,NURS#
235,201802027,30,14,0,37.0,2018-02-01,2720#2730#1306#,MEDI#MEDI#BIOC#
236,201802028,3,2,0,105.0,2018-02-01,1107#1102#1109#,AGRI#AGRI#AGRI#
237,201802029,4,1,2,50.0,2018-02-01,2305#2304#2312#2300#1906#,ENVI#ENVI#ENVI#ENVI#EART#
238,201802030,8,1,9,74.0,2018-02-01,2808#2804#,NEUR#NEUR#
239,201802031,3,1,1,49.0,2018-02-01,3304#3500#,SOCI#DENT#
240,201802032,2,1,0,32.0,2018-02-01,2305#3305#2213#2312#,ENVI#SOCI#ENGI#ENVI#
241,201802033,3,1,1,61.0,2018-02-01,3304#3500#,SOCI#DENT#
242,201802034,3,2,0,35.0,2018-02-01,2746#2711#2732#2706#,MEDI#MEDI#MEDI#MEDI#
243,201802035,2,1,0,22.0,2018-01-31,2200#,ENGI#
244,201802036,2,1,0,16.0,2018-01-31,2200#,ENGI#
245,201802037,3,1,0,20.0,2018-01-31,2200#,ENGI#
246,201802038,3,1,0,26.0,2018-01-31,2200#,ENGI#
247,201802039,2,1,0,8.0,2018-01-31,2200#,ENGI#
248,201802040,2,1,0,21.0,2018-01-31,2200#,ENGI#
249,201802041,3,1,0,30.0,2018-01-31,2504#3110#2508#2506#2505#,MATE#PHYS#MATE#MATE#MATE#
250,201802042,2,1,0,11.0,2018-01-30,2500#2200#,MATE#ENGI#
251,201802043,2,1,0,11.0,2018-01-30,2500#2200#,MATE#ENGI#
252,201802044,2,1,0,12.0,2018-01-29,2102#2104#2105#2208#,ENER#ENER#ENER#ENGI#
253,201802045,5,1,3,9.0,2018-01-29,2102#2104#2105#2208#,ENER#ENER#ENER#ENGI#
254,201802046,3,1,0,13.0,2018-01-29,1705#1706#2213#2611#,COMP#COMP#ENGI#MATH#
255,201802047,3,1,0,11.0,2018-01-29,1705#1706#2213#2611#,COMP#COMP#ENGI#MATH#
256,201802048,1,1,0,230.0,2018-01-29,1605#,CHEM#
257,201802049,4,2,0,29.0,2018-01-29,1700#2500#2200#,COMP#MATE#ENGI#
258,201802050,6,4,1,20.0,2018-01-28,2723#2403#2725#,MEDI#IMMU#MEDI#
259,201802051,3,1,1,70.0,2018-01-26,2500#,MATE#
260,201802052,2,1,0,56.0,2018-01-25,1606#2508#2505#,CHEM#MATE#MATE#
261,201802053,3,1,4,33.0,2018-01-24,3101#,PHYS#
262,201802054,5,1,1,38.0,2018-01-24,2715#,MEDI#
263,201802055,3,1,0,47.0,2018-01-23,1600#,CHEM#
264,201802056,6,1,0,52.0,2018-01-22,2405#2725#,IMMU#MEDI#
265,201802057,3,1,0,52.0,2018-01-22,1602#1500#2507#,CHEM#CENG#MATE#
266,201802058,7,1,1,31.0,2018-01-21,1602#1303#2304#1607#1603#,CHEM#BIOC#ENVI#CHEM#CHEM#
267,201802059,2,2,0,22.0,2018-01-20,2403#2708#2725#,IMMU#MEDI#MEDI#
268,201802060,12,4,5,36.0,2018-01-20,2746#2733#3500#,MEDI#MEDI#DENT#
269,201802061,36,2,21,67.0,2018-01-20,3103#1912#,PHYS#EART#
270,201802062,4,2,0,21.0,2018-01-18,1712#1709#1707#1705#,COMP#COMP#COMP#COMP#
271,201802063,3,1,1,24.0,2018-01-17,1600#1500#2209#,CHEM#CENG#ENGI#
272,201802064,5,1,2,28.0,2018-01-15,1303#1313#1312#3003#3002#1308#1605#,BIOC#BIOC#BIOC#PHAR#PHAR#BIOC#CHEM#
273,201802065,3,1,2,202.0,2018-01-15,3003#,PHAR#
274,201802066,2,1,0,22.0,2018-01-15,2305#2311#2308#,ENVI#ENVI#ENVI#
275,201802067,3,2,0,52.0,2018-01-15,3003#,PHAR#
276,201802068,6,1,1,81.0,2018-01-15,1305#1304#2204#1603#,BIOC#BIOC#ENGI#CHEM#
277,201802069,6,1,3,31.0,2018-01-10,1900#,EART#
278,201802070,2229,1,245,54.0,2018-01-10,3106#,PHYS#
279,201802071,2197,1,242,49.0,2018-01-10,3106#,PHYS#
280,201802072,7,3,1,35.0,2018-01-10,1503#1600#1508#,CENG#CHEM#CENG#
281,201802073,2,1,0,23.0,2018-01-10,1503#1600#1508#,CENG#CHEM#CENG#
282,201802074,3,1,0,55.0,2018-01-09,2405#2725#,IMMU#MEDI#
283,201802075,2,1,0,8.0,2018-01-08,1712#1709#1707#1705#,COMP#COMP#COMP#COMP#
284,201802076,3,1,0,24.0,2018-01-08,1712#1709#1707#1705#,COMP#COMP#COMP#COMP#
285,201802077,3,2,0,11.0,2018-01-08,1712#1709#1707#1705#,COMP#COMP#COMP#COMP#
286,201802078,4,1,2,51.0,2018-01-08,2707#,MEDI#
287,201802079,4,1,1,77.0,2018-01-08,1502#2502#2507#2505#,CENG#MATE#MATE#MATE#
288,201802080,4,1,1,86.0,2018-01-08,1606#1604#2505#,CHEM#CHEM#MATE#
289,201802081,2,1,0,11.0,2018-01-06,1712#1709#1707#1705#,COMP#COMP#COMP#COMP#
290,201802082,3,1,0,12.0,2018-01-05,3100#,PHYS#
291,201802083,7,2,0,14.0,2018-01-05,1600#2508#2507#2505#,CHEM#MATE#MATE#MATE#
292,201802084,3,2,0,49.0,2018-01-05,1600#2508#2507#2505#,CHEM#MATE#MATE#MATE#
293,201802085,1,1,1,10.0,2018-01-04,2700#3500#,MEDI#DENT#
294,201802086,1,1,1,24.0,2018-01-04,2700#3500#,MEDI#DENT#
295,201802087,2,1,2,87.0,2018-01-04,2700#3500#,MEDI#DENT#
296,201802088,4,2,0,45.0,2018-01-03,1300#1100#,BIOC#AGRI#
297,201802089,6,1,7,79.0,2018-01-03,3004#2803#,PHAR#NEUR#
298,201802090,5,1,6,51.0,2018-01-03,3004#2803#,PHAR#NEUR#
299,201802091,6,1,3,329.0,2018-01-03,3004#2803#,PHAR#NEUR#
300,201802092,8,1,2,65.0,2018-01-03,3004#2803#,PHAR#NEUR#
301,201802093,17,1,3,77.0,2018-01-03,3004#2803#,PHAR#NEUR#
302,201802094,2,1,1,37.0,2018-01-02,1210#,ARTS#
303,201802095,3,1,1,20.0,2018-01-02,1312#1311#,BIOC#BIOC#
304,201802096,1,1,0,31.0,2018-01-02,3305#,SOCI#
305,201802097,5,1,4,32.0,2018-01-02,2500#2200#,MATE#ENGI#
306,201802098,4,1,1,38.0,2018-01-02,1602#,CHEM#
307,201802099,5,1,0,33.0,2018-01-02,1313#3003#3002#,BIOC#PHAR#PHAR#
308,201802100,3,2,0,27.0,2018-01-02,2300#,ENVI#
309,201802101,1,1,0,25.0,2018-01-02,3314#3301#,SOCI#SOCI#
310,201802102,2,1,0,24.0,2018-01-02,1106#2404#,AGRI#IMMU#
311,201802103,2,1,0,12.0,2018-01-02,2613#,MATH#
312,201802104,5,2,0,34.0,2018-01-02,1303#3005#3004#2307#,BIOC#PHAR#PHAR#ENVI#
313,201802105,1,1,1,57.0,2018-01-01,2700#3500#1300#,MEDI#DENT#BIOC#
314,201802106,2,1,0,28.0,2018-01-01,2719#2739#,MEDI#MEDI#
315,201802107,2,1,0,15.0,2018-01-01,2719#2739#,MEDI#MEDI#
316,201802108,3,1,0,21.0,2018-01-01,2719#2739#,MEDI#MEDI#
317,201802109,3,1,2,16.0,2018-01-01,2719#2739#,MEDI#MEDI#
318,201802110,3,2,0,25.0,2018-01-01,2719#2739#,MEDI#MEDI#
319,201802111,2,1,0,16.0,2018-01-01,2719#2739#,MEDI#MEDI#
320,201802112,2,1,0,16.0,2018-01-01,2719#2739#,MEDI#MEDI#
321,201802113,2,1,0,11.0,2018-01-01,2719#2739#,MEDI#MEDI#
322,201802114,2,1,0,18.0,2018-01-01,2719#2739#,MEDI#MEDI#
