,Id,Author_amount,Domestic_org_amount,International_org_amount,Ref_amount,Date_sort,Subject_area_code,Subject_area_abbrev
8926,202000052,6,3,0,46.0,2020-12-02,2800#1300#1100#,NEUR#BIOC#AGRI#
8927,202000053,2,1,0,20.0,2020-12-02,1304#2204#2732#2742#,BIOC#ENGI#MEDI#MEDI#
8928,202000054,32,6,2,45.0,2020-12-01,2706#2711#2737#,MEDI#MEDI#MEDI#
8929,202000055,7,1,3,55.0,2020-12-01,2700#,MEDI#
8930,202000056,3,1,0,46.0,2020-12-01,1106#2404#3306#3601#1110#,AGRI#IMMU#SOCI#HEAL#AGRI#
8931,202000057,3,1,0,48.0,2020-12-01,1403#2002#1408#,BUSI#ECON#BUSI#
8932,202000058,4,1,0,28.0,2020-12-01,1403#2002#1408#,BUSI#ECON#BUSI#
8933,202000059,2366,1,188,44.0,2020-12-01,2201#3101#,ENGI#PHYS#
8934,202000060,6,7,0,28.0,2020-12-01,2703#,MEDI#
8935,202000061,2,1,0,13.0,2020-12-01,3322#1213#1202#1210#,SOCI#ARTS#ARTS#ARTS#
8936,202000062,1,1,0,55.0,2020-12-01,3322#1213#1202#1210#,SOCI#ARTS#ARTS#ARTS#
8937,202000063,1,1,0,,2020-12-01,1213#1202#3322#1210#,ARTS#ARTS#SOCI#ARTS#
8938,202000064,2,1,0,28.0,2020-12-01,2600#,MATH#
8939,202000065,4,1,2,130.0,2020-12-01,2200#2300#2500#3100#1500#1900#,ENGI#ENVI#MATE#PHYS#CENG#EART#
8940,202000066,2,1,0,27.0,2020-12-01,3400#,VETE#
8941,202000067,3,1,0,31.0,2020-12-01,3400#,VETE#
8942,202000068,3,1,1,37.0,2020-12-01,3400#,VETE#
8943,202000069,13,1,5,21.0,2020-12-01,2715#,MEDI#
8944,202000070,4,1,4,26.0,2020-12-01,1105#1109#,AGRI#AGRI#
8945,202000071,3,1,1,13.0,2020-12-01,1702#1706#1801#,COMP#COMP#DECI#
8946,202000072,7,2,2,44.0,2020-12-01,1000#,MULT#
8947,202000073,5,3,0,26.0,2020-12-01,1000#,MULT#
8948,202000074,5,1,1,16.0,2020-12-01,1600#,CHEM#
8949,202000075,5,4,1,47.0,2020-12-01,1710#3107#2200#1705#1702#,COMP#PHYS#ENGI#COMP#COMP#
8950,202000076,7,1,4,34.0,2020-12-01,2204#2502#2701#2704#,ENGI#MATE#MEDI#MEDI#
8951,202000077,7,2,0,19.0,2020-12-01,2713#2730#2739#1306#,MEDI#MEDI#MEDI#BIOC#
8952,202000078,11,4,0,55.0,2020-12-01,1000#,MULT#
8953,202000079,7,3,0,29.0,2020-12-01,1000#,MULT#
8954,202000080,4,1,0,16.0,2020-12-01,2100#,ENER#
8955,202000081,2,1,0,21.0,2020-12-01,2100#,ENER#
8956,202000082,2,1,0,52.0,2020-12-01,1202#2002#2001#,ARTS#ECON#ECON#
8957,202000083,2,2,0,29.0,2020-12-01,2200#,ENGI#
8958,202000084,25,3,9,46.0,2020-12-01,2725#2406#,MEDI#IMMU#
8959,202000085,5,3,0,37.0,2020-12-01,2312#2212#2310#,ENVI#ENGI#ENVI#
8960,202000086,6,1,3,41.0,2020-12-01,2719#2739#,MEDI#MEDI#
8961,202000087,3,1,2,40.0,2020-12-01,1303#1600#1500#2105#2300#1100#1900#,BIOC#CHEM#CENG#ENER#ENVI#AGRI#EART#
8962,202000088,7,3,0,9.0,2020-12-01,2728#,MEDI#
8963,202000089,4,2,0,18.0,2020-12-01,2100#,ENER#
8964,202000090,3,1,1,46.0,2020-12-01,2205#2215#1706#,ENGI#ENGI#COMP#
8965,202000091,2,1,0,27.0,2020-12-01,2102#2208#,ENER#ENGI#
8966,202000092,138,1,101,54.0,2020-12-01,1000#,MULT#
8967,202000093,8,2,0,35.0,2020-12-01,1500#2500#,CENG#MATE#
8968,202000094,3,2,0,9.0,2020-12-01,1701#1601#2600#3101#,COMP#CHEM#MATH#PHYS#
8969,202000095,2,1,0,18.0,2020-12-01,2000#3303#1401#,ECON#SOCI#BUSI#
8970,202000096,2299,1,188,45.0,2020-12-01,1712#1701#3106#,COMP#COMP#PHYS#
8971,202000097,5,1,0,30.0,2020-12-01,2700#,MEDI#
8972,202000098,2,1,0,24.0,2020-12-01,2700#,MEDI#
8973,202000099,5,1,0,30.0,2020-12-01,2700#,MEDI#
8974,202000100,6,2,0,30.0,2020-12-01,2700#,MEDI#
8975,202000101,4,1,0,22.0,2020-12-01,2700#,MEDI#
8976,202000102,2316,1,260,67.0,2020-12-01,3106#,PHYS#
8977,202000103,4,1,0,33.0,2020-12-01,3400#,VETE#
8978,202000104,6,3,0,17.0,2020-12-01,2746#2732#,MEDI#MEDI#
8979,202000105,2366,1,272,107.0,2020-12-01,3106#,PHYS#
8980,202000106,5,2,1,38.0,2020-12-01,2725#2406#,MEDI#IMMU#
8981,202000107,3,3,0,37.0,2020-12-01,1000#,MULT#
8982,202000108,5,1,0,91.0,2020-12-01,1106#2916#,AGRI#NURS#
8983,202000109,10,1,3,70.0,2020-12-01,1000#,MULT#
8984,202000110,3,1,2,44.0,2020-12-01,3106#,PHYS#
8985,202000111,8,5,3,5.0,2020-12-01,1311#2705#2716#,BIOC#MEDI#MEDI#
8986,202000112,4,2,0,104.0,2020-12-01,2305#,ENVI#
8987,202000113,7,1,0,38.0,2020-12-01,2715#,MEDI#
8988,202000114,9,1,0,28.0,2020-12-01,2708#,MEDI#
8989,202000115,3,1,3,52.0,2020-12-01,2720#,MEDI#
8990,202000116,2,1,1,40.0,2020-12-01,2720#,MEDI#
8991,202000117,4,2,0,18.0,2020-12-01,2300#,ENVI#
8992,202000118,6,3,0,37.0,2020-12-01,1305#1106#,BIOC#AGRI#
8993,202000119,3,1,1,60.0,2020-12-01,2701#3306#2719#2916#2739#,MEDI#SOCI#MEDI#NURS#MEDI#
8994,202000120,4,2,0,24.0,2020-12-01,1106#2916#,AGRI#NURS#
8995,202000121,5,3,2,37.0,2020-12-01,1000#,MULT#
8996,202000122,10,3,0,44.0,2020-12-01,1000#,MULT#
8997,202000123,3,2,0,32.0,2020-12-01,2201#3101#,ENGI#PHYS#
8998,202000124,7,2,0,62.0,2020-12-01,1000#,MULT#
8999,202000125,6,3,0,61.0,2020-12-01,2310#2739#2307#,ENVI#MEDI#ENVI#
9000,202000126,4,3,0,56.0,2020-12-01,1602#1601#1313#3003#3002#1606#1605#,CHEM#CHEM#BIOC#PHAR#PHAR#CHEM#CHEM#
9001,202000127,5,1,4,113.0,2020-12-01,2738#2804#2803#,MEDI#NEUR#NEUR#
9002,202000128,7,3,1,33.0,2020-12-01,1600#2507#,CHEM#MATE#
9003,202000129,5,2,3,37.0,2020-12-01,2727#,MEDI#
9004,202000130,3,2,0,39.0,2020-12-01,1503#1508#,CENG#CENG#
9005,202000131,8,1,1,40.0,2020-12-01,2741#,MEDI#
9006,202000132,4,3,1,54.0,2020-12-01,2501#,MATE#
9007,202000133,4,3,0,21.0,2020-12-01,1305#1103#1310#,BIOC#AGRI#BIOC#
9008,202000134,5,2,0,50.0,2020-12-01,2105#,ENER#
9009,202000135,3,1,0,37.0,2020-12-01,1500#2211#,CENG#ENGI#
9010,202000136,8,1,0,83.0,2020-12-01,1000#,MULT#
9011,202000137,7,1,2,40.0,2020-12-01,2500#3104#2211#2210#,MATE#PHYS#ENGI#ENGI#
9012,202000138,5,1,2,50.0,2020-12-01,1704#,COMP#
9013,202000139,4,2,0,36.0,2020-12-01,1303#1314#1100#1309#,BIOC#BIOC#AGRI#BIOC#
9014,202000140,14,4,8,35.0,2020-12-01,2405#2725#2736#,IMMU#MEDI#MEDI#
9015,202000141,6,6,0,53.0,2020-12-01,2738#,MEDI#
9016,202000142,4,1,2,138.0,2020-12-01,1305#1502#2402#2204#,BIOC#CENG#IMMU#ENGI#
9017,202000143,6,1,1,27.0,2020-12-01,2732#3612#,MEDI#HEAL#
9018,202000144,7,1,2,32.0,2020-12-01,2104#2213#2102#2311#,ENER#ENGI#ENER#ENVI#
9019,202000145,4,2,0,34.0,2020-12-01,2205#2500#3104#2211#2210#,ENGI#MATE#PHYS#ENGI#ENGI#
9020,202000146,8,1,0,35.0,2020-12-01,1000#,MULT#
9021,202000147,4,3,0,24.0,2020-12-01,1309#1307#,BIOC#BIOC#
9022,202000148,6,2,1,28.0,2020-12-01,2732#,MEDI#
9023,202000149,5,2,0,27.0,2020-12-01,1000#,MULT#
9024,202000150,4,2,1,52.0,2020-12-01,1503#1606#,CENG#CHEM#
9025,202000151,3,1,0,45.0,2020-12-01,1600#2500#3104#,CHEM#MATE#PHYS#
9026,202000152,3,1,0,46.0,2020-12-01,1000#,MULT#
9027,202000153,6,1,0,63.0,2020-12-01,1602#1303#1605#,CHEM#BIOC#CHEM#
9028,202000154,239,2,169,46.0,2020-12-01,3203#3202#2738#,PSYC#PSYC#MEDI#
9029,202000155,24,6,18,35.0,2020-12-01,2725#2736#,MEDI#MEDI#
9030,202000156,35,2,35,,2020-12-01,2727#,MEDI#
9031,202000157,9,3,0,26.0,2020-12-01,1000#,MULT#
9032,202000158,3,3,3,50.0,2020-12-01,2706#,MEDI#
9033,202000159,6,1,0,41.0,2020-12-01,1000#,MULT#
9034,202000160,1,1,0,,2020-12-01,2746#2732#,MEDI#MEDI#
9035,202000161,3,2,0,26.0,2020-12-01,1303#1312#1311#1306#,BIOC#BIOC#BIOC#BIOC#
9036,202000162,4,1,0,129.0,2020-12-01,2506#2209#2505#,MATE#ENGI#MATE#
9037,202000163,4,1,0,49.0,2020-12-01,1000#,MULT#
9038,202000164,14,2,11,26.0,2020-12-01,2739#2725#,MEDI#MEDI#
9039,202000165,3,1,0,141.0,2020-12-01,2312#1901#,ENVI#EART#
9040,202000166,5,2,2,24.0,2020-12-01,2304#2403#1104#2401#,ENVI#IMMU#AGRI#IMMU#
9041,202000167,6,3,2,45.0,2020-12-01,1000#,MULT#
9042,202000168,2,1,0,28.0,2020-12-01,2917#,NURS#
9043,202000169,6,1,5,182.0,2020-12-01,2502#2204#3003#,MATE#ENGI#PHAR#
9044,202000170,2,1,1,23.0,2020-12-01,2726#2725#,MEDI#MEDI#
9045,202000171,35,4,26,15.0,2020-12-01,1105#,AGRI#
9046,202000172,8,2,1,35.0,2020-12-01,2735#2746#,MEDI#MEDI#
9047,202000173,7,2,1,63.0,2020-12-01,1000#,MULT#
9048,202000174,3,2,1,6.0,2020-12-01,2706#,MEDI#
9049,202000175,10,1,2,22.0,2020-12-01,2723#2404#2403#3400#2725#,MEDI#IMMU#IMMU#VETE#MEDI#
9050,202000176,5,1,1,59.0,2020-12-01,2207#1712#2210#1706#2209#,ENGI#COMP#ENGI#COMP#ENGI#
9051,202000177,6,5,1,42.0,2020-12-01,2501#,MATE#
9052,202000178,7,3,0,39.0,2020-12-01,1000#,MULT#
9053,202000179,11,2,1,55.0,2020-12-01,1000#,MULT#
9054,202000180,8,1,8,591.0,2020-12-01,2700#,MEDI#
9055,202000181,3,2,1,26.0,2020-12-01,3403#1103#1310#,VETE#AGRI#BIOC#
9056,202000182,13,2,0,37.0,2020-12-01,2715#,MEDI#
9057,202000183,5,1,1,56.0,2020-12-01,1501#2311#1508#,CENG#ENVI#CENG#
9058,202000184,12,3,0,23.0,2020-12-01,1311#2716#,BIOC#MEDI#
9059,202000185,35,2,35,149.0,2020-12-01,2727#,MEDI#
9060,202000186,5,2,0,84.0,2020-12-01,1404#1710#3312#2002#1405#,BUSI#COMP#SOCI#ECON#BUSI#
9061,202000187,4,3,0,57.0,2020-12-01,1104#1110#,AGRI#AGRI#
9062,202000188,23,2,2,35.0,2020-12-01,2746#,MEDI#
9063,202000189,9,1,4,90.0,2020-12-01,2403#2304#1104#2401#,IMMU#ENVI#AGRI#IMMU#
9064,202000190,4,2,0,74.0,2020-12-01,1501#2311#2310#1508#,CENG#ENVI#ENVI#CENG#
9065,202000191,16,3,0,39.0,2020-12-01,1000#,MULT#
9066,202000192,3,1,0,33.0,2020-12-01,1503#1600#,CENG#CHEM#
9067,202000193,4,3,1,91.0,2020-12-01,3103#1912#,PHYS#EART#
9068,202000194,5,3,0,38.0,2020-12-01,1106#1600#2209#,AGRI#CHEM#ENGI#
9069,202000195,11,2,2,61.0,2020-12-01,1300#3000#,BIOC#PHAR#
9070,202000196,3,1,0,34.0,2020-12-01,1503#2504#2502#2507#1505#2505#,CENG#MATE#MATE#MATE#CENG#MATE#
9071,202000197,5,3,0,54.0,2020-12-01,2105#,ENER#
9072,202000198,1,1,0,10.0,2020-12-01,2705#2737#,MEDI#MEDI#
9073,202000199,6,2,0,20.0,2020-12-01,2404#2725#,IMMU#MEDI#
9074,202000200,10,1,6,340.0,2020-12-01,1300#3000#,BIOC#PHAR#
9075,202000201,12,3,0,36.0,2020-12-01,1000#,MULT#
9076,202000202,3,1,0,34.0,2020-12-01,1700#3308#,COMP#SOCI#
9077,202000203,4,1,1,41.0,2020-12-01,1000#,MULT#
9078,202000204,6,2,3,51.0,2020-12-01,2205#2215#2500#2211#,ENGI#ENGI#MATE#ENGI#
9079,202000205,2,2,0,35.0,2020-12-01,1700#2200#,COMP#ENGI#
9080,202000206,29,8,6,20.0,2020-12-01,2705#2737#,MEDI#MEDI#
9081,202000207,8,1,6,65.0,2020-12-01,1000#,MULT#
9082,202000208,5,3,0,41.0,2020-12-01,1500#1606#2507#1605#2505#,CENG#CHEM#MATE#CHEM#MATE#
9083,202000209,4,1,0,23.0,2020-12-01,1303#1312#1110#1108#,BIOC#BIOC#AGRI#AGRI#
9084,202000210,4,2,0,34.0,2020-12-01,1310#2748#,BIOC#MEDI#
9085,202000211,2,1,0,20.0,2020-12-01,1106#,AGRI#
9086,202000212,29,1,22,150.0,2020-12-01,2715#,MEDI#
9087,202000213,5,1,3,157.0,2020-12-01,1303#1311#1110#1309#1307#,BIOC#BIOC#AGRI#BIOC#BIOC#
9088,202000214,2,2,0,30.0,2020-12-01,2708#,MEDI#
9089,202000215,12,1,5,41.0,2020-12-01,1303#2300#,BIOC#ENVI#
9090,202000216,3,2,0,43.0,2020-12-01,1000#,MULT#
9091,202000217,6,1,1,35.0,2020-12-01,3504#3500#,DENT#DENT#
9092,202000218,6,1,2,29.0,2020-12-01,2717#,MEDI#
9093,202000219,6,6,2,30.0,2020-12-01,2706#,MEDI#
9094,202000220,35,3,13,46.0,2020-12-01,2746#,MEDI#
9095,202000221,11,1,3,46.0,2020-12-01,2723#2404#2403#3400#2725#,MEDI#IMMU#IMMU#VETE#MEDI#
9096,202000222,4,1,1,46.0,2020-12-01,1304#1303#1605#,BIOC#BIOC#CHEM#
9097,202000223,4,2,1,34.0,2020-12-01,1106#,AGRI#
9098,202000224,8,4,0,95.0,2020-12-01,1907#1904#,EART#EART#
9099,202000225,5,2,0,31.0,2020-12-01,2735#3501#,MEDI#DENT#
9100,202000226,3,2,0,25.0,2020-12-01,3305#2105#2308#,SOCI#ENER#ENVI#
9101,202000227,13,5,1,81.0,2020-12-01,2405#3401#1109#2725#,IMMU#VETE#AGRI#MEDI#
9102,202000228,10,3,0,37.0,2020-12-01,1000#,MULT#
9103,202000229,6,1,0,49.0,2020-12-01,1305#2402#,BIOC#IMMU#
9104,202000230,2,2,0,26.0,2020-12-01,1502#2305#2105#2311#,CENG#ENVI#ENER#ENVI#
9105,202000231,2,1,0,33.0,2020-12-01,1315#1303#1312#2002#2100#,BIOC#BIOC#BIOC#ECON#ENER#
9106,202000232,4,1,1,60.0,2020-12-01,2204#2500#2201#2209#,ENGI#MATE#ENGI#ENGI#
9107,202000233,3,2,0,58.0,2020-12-01,2507#1605#2505#,MATE#CHEM#MATE#
9108,202000234,10,4,0,28.0,2020-12-01,1000#,MULT#
9109,202000235,7,2,0,30.0,2020-12-01,1300#,BIOC#
9110,202000236,9,2,0,4.0,2020-12-01,2708#,MEDI#
9111,202000237,3,1,0,33.0,2020-12-01,1404#1710#3312#2002#1405#,BUSI#COMP#SOCI#ECON#BUSI#
9112,202000238,8,4,0,54.0,2020-12-01,1000#,MULT#
9113,202000239,6,3,1,83.0,2020-12-01,1902#,EART#
9114,202000240,10,2,1,24.0,2020-12-01,2724#,MEDI#
9115,202000241,5,2,0,13.0,2020-12-01,2708#,MEDI#
9116,202000242,5,2,0,47.0,2020-12-01,2724#2712#2739#,MEDI#MEDI#MEDI#
9117,202000243,4,3,0,36.0,2020-12-01,1607#1606#1704#2505#,CHEM#CHEM#COMP#MATE#
9118,202000244,6,1,0,18.0,2020-12-01,2731#,MEDI#
9119,202000245,2,1,0,56.0,2020-12-01,1107#3305#2309#2308#,AGRI#SOCI#ENVI#ENVI#
9120,202000246,6,1,4,5.0,2020-12-01,2103#1909#2102#1907#1906#,ENER#EART#ENER#EART#EART#
9121,202000247,8,1,3,54.0,2020-12-01,1106#,AGRI#
9122,202000248,8,2,0,37.0,2020-12-01,2405#1103#2725#,IMMU#AGRI#MEDI#
9123,202000249,6,2,0,55.0,2020-12-01,1000#,MULT#
9124,202000250,8,4,0,41.0,2020-12-01,1000#,MULT#
9125,202000251,4,1,1,34.0,2020-12-01,1305#2402#,BIOC#IMMU#
9126,202000252,6,1,1,33.0,2020-12-01,1000#,MULT#
9127,202000253,6,1,3,52.0,2020-12-01,2200#,ENGI#
9128,202000254,5,2,0,62.0,2020-12-01,2304#2310#2307#,ENVI#ENVI#ENVI#
9129,202000255,4,2,3,36.0,2020-12-01,2706#,MEDI#
9130,202000256,5,4,1,51.0,2020-12-01,1104#1110#,AGRI#AGRI#
9131,202000257,12,2,6,29.0,2020-12-01,1900#,EART#
9132,202000258,11,4,0,31.0,2020-12-01,1305#3110#1606#1505#,BIOC#PHYS#CHEM#CENG#
9133,202000259,7,3,1,31.0,2020-12-01,2721#,MEDI#
9134,202000260,5,1,2,24.0,2020-12-01,2735#3501#,MEDI#DENT#
9135,202000261,3,3,0,42.0,2020-12-01,2500#2211#2505#,MATE#ENGI#MATE#
9136,202000262,6,2,1,40.0,2020-12-01,2305#2507#2505#,ENVI#MATE#MATE#
9137,202000263,9,3,1,63.0,2020-12-01,1000#,MULT#
9138,202000264,5,3,2,55.0,2020-12-01,1000#,MULT#
9139,202000265,3,1,0,33.0,2020-12-01,2305#2507#2505#,ENVI#MATE#MATE#
9140,202000266,11,1,6,,2020-12-01,1000#,MULT#
9141,202000267,5,2,0,7.0,2020-12-01,2746#,MEDI#
9142,202000268,9,1,0,17.0,2020-12-01,2700#,MEDI#
9143,202000269,8,1,2,39.0,2020-12-01,2613#1710#3304#1706#1804#3309#,MATH#COMP#SOCI#COMP#DECI#SOCI#
9144,202000270,3,3,0,14.0,2020-12-01,3004#2736#,PHAR#MEDI#
9145,202000271,4,2,1,36.0,2020-12-01,2305#2304#1600#2310#2307#,ENVI#ENVI#CHEM#ENVI#ENVI#
9146,202000272,6,1,5,151.0,2020-12-01,1900#,EART#
9147,202000273,10,5,2,113.0,2020-12-01,1000#,MULT#
9148,202000274,3,2,2,43.0,2020-12-01,1305#1106#,BIOC#AGRI#
9149,202000275,4,1,0,57.0,2020-12-01,1000#,MULT#
9150,202000276,3,1,0,31.0,2020-12-01,1000#,MULT#
9151,202000277,11,1,6,36.0,2020-12-01,2305#2304#2312#2300#1906#,ENVI#ENVI#ENVI#ENVI#EART#
9152,202000278,1,1,0,89.0,2020-12-01,1403#3305#1408#2308#,BUSI#SOCI#BUSI#ENVI#
9153,202000279,1,1,0,90.0,2020-12-01,3305#3303#3320#,SOCI#SOCI#SOCI#
9154,202000280,7,2,3,49.0,2020-12-01,2741#,MEDI#
9155,202000281,6,2,1,40.0,2020-12-01,2613#1710#3304#1706#1804#3309#,MATH#COMP#SOCI#COMP#DECI#SOCI#
9156,202000282,9,1,1,59.0,2020-12-01,1000#,MULT#
9157,202000283,2,2,0,6.0,2020-12-01,2708#2728#2738#,MEDI#MEDI#MEDI#
9158,202000284,140,1,100,46.0,2020-12-01,3207#,PSYC#
9159,202000285,9,1,9,45.0,2020-12-01,1000#,MULT#
9160,202000286,8,7,0,64.0,2020-12-01,1000#,MULT#
9161,202000287,2,2,0,36.0,2020-12-01,1200#3300#3200#2000#,ARTS#SOCI#PSYC#ECON#
9162,202000288,3,3,0,3.0,2020-12-01,2746#2730#,MEDI#MEDI#
9163,202000289,7,4,2,55.0,2020-12-01,1000#,MULT#
9164,202000290,6,5,0,30.0,2020-12-01,2732#,MEDI#
9165,202000291,5,2,0,34.0,2020-12-01,1000#,MULT#
9166,202000292,7,2,0,32.0,2020-12-01,1000#,MULT#
9167,202000293,28,1,28,168.0,2020-12-01,2738#2804#2803#,MEDI#NEUR#NEUR#
9168,202000294,4,4,0,29.0,2020-12-01,1000#,MULT#
9169,202000295,2,1,2,6.0,2020-12-01,2713#2726#2725#,MEDI#MEDI#MEDI#
9170,202000296,6,2,0,42.0,2020-12-01,1000#,MULT#
9171,202000297,8,1,3,51.0,2020-12-01,1000#,MULT#
9172,202000298,6,2,0,64.0,2020-12-01,1503#1600#,CENG#CHEM#
9173,202000299,10,2,0,42.0,2020-12-01,1000#,MULT#
9174,202000300,6,4,1,27.0,2020-12-01,2706#,MEDI#
9175,202000301,4,1,3,43.0,2020-12-01,1000#,MULT#
9176,202000302,5,1,2,81.0,2020-12-01,2303#2302#,ENVI#ENVI#
9177,202000303,3,1,0,40.0,2020-12-01,2735#,MEDI#
9178,202000304,7,1,3,145.0,2020-12-01,2723#2400#2726#2725#,MEDI#IMMU#MEDI#MEDI#
9179,202000305,7,3,0,24.0,2020-12-01,2406#2725#,IMMU#MEDI#
9180,202000306,3,1,2,36.0,2020-12-01,1000#,MULT#
9181,202000307,3,1,2,33.0,2020-12-01,1000#,MULT#
9182,202000308,4,1,0,21.0,2020-12-01,3404#,VETE#
9183,202000309,4,1,1,36.0,2020-12-01,1000#,MULT#
9184,202000310,8,1,3,13.0,2020-12-01,1000#,MULT#
9185,202000311,3,2,0,26.0,2020-12-01,1000#,MULT#
9186,202000312,3,3,0,39.0,2020-12-01,1000#,MULT#
9187,202000313,2,1,0,58.0,2020-12-01,1000#,MULT#
9188,202000314,5,2,0,59.0,2020-12-01,1000#,MULT#
9189,202000315,8,3,0,43.0,2020-12-01,1500#,CENG#
9190,202000316,11,4,1,60.0,2020-12-01,1000#,MULT#
9191,202000317,10,1,3,46.0,2020-12-01,2500#2200#,MATE#ENGI#
9192,202000318,7,3,2,48.0,2020-12-01,1000#,MULT#
9193,202000319,11,2,1,76.0,2020-12-01,1000#,MULT#
9194,202000320,37,1,7,,2020-12-01,1000#,MULT#
9195,202000321,4,1,0,79.0,2020-12-01,1000#,MULT#
9196,202000322,5,2,0,45.0,2020-12-01,1000#,MULT#
9197,202000323,5,2,1,65.0,2020-12-01,1000#,MULT#
9198,202000324,11,4,0,49.0,2020-12-01,1000#,MULT#
9199,202000325,6,1,3,54.0,2020-12-01,1600#1300#3100#,CHEM#BIOC#PHYS#
9200,202000326,9,7,1,26.0,2020-12-01,2718#3605#,MEDI#HEAL#
9201,202000327,3,3,0,16.0,2020-12-01,2600#,MATH#
9202,202000328,9,2,5,68.0,2020-12-01,2723#2400#2726#2725#,MEDI#IMMU#MEDI#MEDI#
9203,202000329,5,2,0,51.0,2020-12-01,1503#1600#,CENG#CHEM#
9204,202000330,8,2,1,54.0,2020-12-01,1503#1600#,CENG#CHEM#
9205,202000331,4,2,0,57.0,2020-12-01,1503#1600#,CENG#CHEM#
9206,202000332,5,2,0,69.0,2020-12-01,1503#1600#,CENG#CHEM#
9207,202000333,4,1,1,35.0,2020-12-01,1503#1600#,CENG#CHEM#
9208,202000334,4,2,0,49.0,2020-12-01,1503#1600#,CENG#CHEM#
9209,202000335,4,2,0,44.0,2020-12-01,1503#1600#,CENG#CHEM#
9210,202000336,5,2,0,51.0,2020-12-01,1503#1600#,CENG#CHEM#
9211,202000337,4,1,1,39.0,2020-12-01,2735#2739#,MEDI#MEDI#
9212,202000338,2340,1,270,65.0,2020-11-30,3106#,PHYS#
9213,202000339,2353,1,270,64.0,2020-11-30,3106#,PHYS#
9214,202000340,4,2,1,37.0,2020-11-28,1602#1500#2200#,CHEM#CENG#ENGI#
9215,202000341,5,2,0,77.0,2020-11-27,1110#,AGRI#
9216,202000342,5,4,0,85.0,2020-11-27,2800#1300#1100#,NEUR#BIOC#AGRI#
9217,202000343,3,1,4,76.0,2020-11-25,1107#2306#2303#2301#2309#,AGRI#ENVI#ENVI#ENVI#ENVI#
9218,202000344,5,1,4,59.0,2020-11-25,2700#,MEDI#
9219,202000345,5,2,0,43.0,2020-11-25,1600#3104#3110#2508#2505#,CHEM#PHYS#PHYS#MATE#MATE#
9220,202000346,7,2,1,51.0,2020-11-25,2211#2210#2506#2505#,ENGI#ENGI#MATE#MATE#
9221,202000347,10,2,3,11.0,2020-11-24,1705#1711#3105#3107#,COMP#COMP#PHYS#PHYS#
9222,202000348,2,2,0,11.0,2020-11-24,2102#2208#2210#2213#2606#,ENER#ENGI#ENGI#ENGI#MATH#
9223,202000349,3,1,0,11.0,2020-11-24,2102#2208#2210#2213#2606#,ENER#ENGI#ENGI#ENGI#MATH#
9224,202000350,1,1,0,39.0,2020-11-24,2102#2208#2210#2213#2606#,ENER#ENGI#ENGI#ENGI#MATH#
9225,202000351,7,1,0,62.0,2020-11-24,2404#2403#2726#2725#,IMMU#IMMU#MEDI#MEDI#
9226,202000352,2,1,1,73.0,2020-11-24,1900#,EART#
9227,202000353,2316,1,208,57.0,2020-11-24,3100#,PHYS#
9228,202000354,17,1,3,10.0,2020-11-24,2720#,MEDI#
9229,202000355,6,3,2,24.0,2020-11-24,1600#1500#,CHEM#CENG#
9230,202000356,6,2,1,62.0,2020-11-23,1501#2102#1603#2505#2208#,CENG#ENER#CHEM#MATE#ENGI#
9231,202000357,7,2,2,63.0,2020-11-23,1501#2102#1603#2505#2208#,CENG#ENER#CHEM#MATE#ENGI#
9232,202000358,3,1,0,47.0,2020-11-23,1600#1500#2209#,CHEM#CENG#ENGI#
9233,202000359,6,1,0,21.0,2020-11-21,1602#1500#2200#,CHEM#CENG#ENGI#
9234,202000360,12,3,0,29.0,2020-11-20,2700#,MEDI#
9235,202000361,4,2,0,44.0,2020-11-20,1303#2737#,BIOC#MEDI#
9236,202000362,6,3,0,46.0,2020-11-20,1600#2508#2507#2505#,CHEM#MATE#MATE#MATE#
9237,202000363,7,2,0,36.0,2020-11-19,1314#2737#,BIOC#MEDI#
9238,202000364,2,1,0,20.0,2020-11-18,1705#1706#1710#,COMP#COMP#COMP#
9239,202000365,4,1,2,5.0,2020-11-17,1403#3313#,BUSI#SOCI#
9240,202000366,6,2,2,44.0,2020-11-17,1605#2507#2505#,CHEM#MATE#MATE#
9241,202000367,3,1,1,20.0,2020-11-16,1706#2208#,COMP#ENGI#
9242,202000368,4,1,0,25.0,2020-11-16,1706#2208#,COMP#ENGI#
9243,202000369,2316,1,208,28.0,2020-11-16,3106#,PHYS#
9244,202000370,8,1,3,84.0,2020-11-16,3004#2736#,PHAR#MEDI#
9245,202000371,2,1,0,10.0,2020-11-16,1602#1303#1110#1605#,CHEM#BIOC#AGRI#CHEM#
9246,202000372,6,1,2,36.0,2020-11-15,3003#,PHAR#
9247,202000373,4,1,2,64.0,2020-11-15,2215#2210#2100#2308#,ENGI#ENGI#ENER#ENVI#
9248,202000374,3,2,0,33.0,2020-11-15,2603#2604#,MATH#MATH#
9249,202000375,6,1,1,36.0,2020-11-15,2504#3107#1606#2208#,MATE#PHYS#CHEM#ENGI#
9250,202000376,8,2,1,16.0,2020-11-15,1104#,AGRI#
9251,202000377,4,2,0,20.0,2020-11-14,3400#,VETE#
9252,202000378,2,1,0,12.0,2020-11-13,2300#1900#,ENVI#EART#
9253,202000379,10,1,5,112.0,2020-11-12,1105#1103#,AGRI#AGRI#
